Precision Timestamp,Sensor Latitude,Sensor Longitude,Sensor Ellipsoid Height,Sensor True Altitude,Platform Pitch Angle,Platform Roll Angle,Sensor Relative Roll Angle,Sensor Relative Elevation Angle,Sensor Relative Azimuth Angle,Sensor Horizontal Field of View,Sensor Vertical Field of View
1738089102244000,23.7558666,90.4019339,23.052252083069902,23.052252083069902,-3.133109277775485,-6.935460719339958,1.7838125665601705,-0.2060702875399361,2.3764643237486687,122.0,94.0
1738089102299000,23.7558691,90.4019332,23.0782520830699,23.0782520830699,4.763796436892525,5.469688617055911,0.5457933972310969,-0.1666666666666666,2.044728434504792,122.0,94.0
1738089102354000,23.7558712,90.4019324,23.1052520830699,23.1052520830699,3.4693553684862324,15.12171450401433,0.4685835995740149,0.2710330138445154,0.2337593184238551,122.0,94.0
1738089102409000,23.7558731,90.4019314,23.2252520830699,23.2252520830699,-2.49636266530315,14.620810323292226,-0.1576144834930777,0.5500532481363152,0.6538871139510117,122.0,94.0
1738089102467000,23.7558751,90.4019304,23.3152520830699,23.3152520830699,,,,,,122.0,94.0
1738089102525000,23.7558773,90.4019293,23.4632520830699,23.4632520830699,,,,,,122.0,94.0
1738089102583000,23.7558796,90.4019282,23.572252083069905,23.572252083069905,,,,,,122.0,94.0
1738089102641000,23.7558816,90.4019272,23.6732520830699,23.6732520830699,,,,,,122.0,94.0
1738089102700000,23.7558836,90.401926,23.7752520830699,23.7752520830699,,,,,,122.0,94.0
1738089102758000,23.7558854,90.401925,23.8612520830699,23.8612520830699,,,,,,122.0,94.0
1738089102816000,23.7558872,90.4019241,23.927252083069902,23.927252083069902,,,,,,122.0,94.0
1738089102874000,23.7558891,90.401923,23.974252083069903,23.974252083069903,2.3345401694257153,-0.7243313053202446,-0.0015974440894568,0.4765708200212992,0.3205537806176783,122.0,94.0
1738089102933000,23.7558909,90.4019218,24.035252083069903,24.035252083069903,,,,,,122.0,94.0
1738089102991000,23.7558927,90.4019205,24.1612520830699,24.1612520830699,,,,,,122.0,94.0
1738089103049000,23.7558947,90.4019193,24.267252083069906,24.267252083069906,-6.013420889004606,5.7639435241736034,-0.0718849840255591,-0.4195953141640042,-0.3785942492012779,122.0,94.0
1738089103107000,23.7558968,90.401918,24.285252083069903,24.285252083069903,,,,,,122.0,94.0
1738089103166000,23.7558983,90.4019172,24.2752520830699,24.2752520830699,,,,,,122.0,94.0
1738089103224000,23.7559003,90.4019161,24.2402520830699,24.2402520830699,-5.391062727512408,-2.274990914291635,-0.5740149094781682,0.4270500532481363,-0.1677316293929712,122.0,94.0
1738089103282000,23.7559037,90.4019134,24.232252083069906,24.232252083069906,,,,,,122.0,94.0
1738089103340000,23.7559054,90.4019124,24.197252083069905,24.197252083069905,,,,,,122.0,94.0
1738089103399000,23.7559069,90.4019117,24.2622520830699,24.2622520830699,-15.001522580585121,-8.656023205350673,-0.6517571884984026,-0.101171458998935,-0.5005324813631523,122.0,94.0
1738089103457000,23.7559082,90.4019111,24.2752520830699,24.2752520830699,,,,,,122.0,94.0
1738089103515000,23.7559094,90.40191,24.270252083069902,24.270252083069902,,,,,,122.0,94.0
1738089103573000,23.7559111,90.4019087,24.2082520830699,24.2082520830699,,,,,,122.0,94.0
1738089103631000,23.7559125,90.4019075,24.116252083069902,24.116252083069902,,,,,,122.0,94.0
1738089103690000,23.7559136,90.4019063,24.0772520830699,24.0772520830699,,,,,,122.0,94.0
1738089103748000,23.7559145,90.4019052,24.0212520830699,24.0212520830699,-14.270403823954078,-3.3440579161074946,-0.0500532481363152,-0.373269435569755,0.7582534611288605,122.0,94.0
1738089103806000,23.7559157,90.401904,23.9092520830699,23.9092520830699,,,,,,122.0,94.0
1738089103864000,23.755917,90.401903,23.796252083069906,23.796252083069906,,,,,,122.0,94.0
1738089103923000,23.7559183,90.4019018,23.686252083069903,23.686252083069903,,,,,,122.0,94.0
1738089103981000,23.7559197,90.4019006,23.564252083069903,23.564252083069903,,,,,,122.0,94.0
1738089104039000,23.755921,90.4018995,23.4732520830699,23.4732520830699,-13.464843657054413,-0.16746358499702224,-0.1560170394036208,-0.3205537806176783,-0.3556975505857295,122.0,94.0
1738089104097000,23.7559225,90.4018984,23.3062520830699,23.3062520830699,,,,,,122.0,94.0
1738089104156000,23.7559249,90.4018962,23.2262520830699,23.2262520830699,,,,,,122.0,94.0
1738089104214000,23.7559261,90.401895,23.140252083069903,23.140252083069903,,,,,,122.0,94.0
1738089104272000,23.7559276,90.4018937,23.0072520830699,23.0072520830699,,,,,,122.0,94.0
1738089104330000,23.7559293,90.4018928,22.868252083069905,22.868252083069905,,,,,,122.0,94.0
1738089104389000,23.7559311,90.4018916,22.6972520830699,22.6972520830699,-9.14446033590407,-10.91329198564041,0.3839190628328008,0.0937167199148029,-0.8013844515441959,122.0,94.0
1738089104447000,23.7559329,90.401891,22.619252083069902,22.619252083069902,,,,,,122.0,94.0
1738089104505000,23.7559346,90.4018904,22.543252083069905,22.543252083069905,,,,,,122.0,94.0
1738089104563000,23.7559362,90.4018895,22.463252083069904,22.463252083069904,,,,,,122.0,94.0
1738089104621000,23.7559378,90.4018886,22.4032520830699,22.4032520830699,,,,,,122.0,94.0
1738089104680000,23.7559395,90.4018877,22.305252083069902,22.305252083069902,,,,,,122.0,94.0
1738089104738000,23.7559412,90.4018869,22.2362520830699,22.2362520830699,,,,,,122.0,94.0
1738089104796000,23.755943,90.401886,22.1202520830699,22.1202520830699,,,,,,122.0,94.0
1738089104854000,23.7559449,90.401885,22.0312520830699,22.0312520830699,-3.660195926604181,1.0179475234218776,0.4866879659211927,-0.503727369542066,0.9132055378061767,122.0,94.0
1738089104913000,23.7559466,90.4018841,21.9092520830699,21.9092520830699,,,,,,122.0,94.0
1738089104971000,23.7559482,90.4018833,21.799252083069906,21.799252083069906,,,,,,122.0,94.0
1738089105029000,23.7559499,90.4018824,21.7082520830699,21.7082520830699,-6.214724615038422,-6.271577010776399,-0.3237486687965921,-0.0947816826411075,0.349307774227902,122.0,94.0
1738089105087000,23.7559513,90.4018815,21.676252083069905,21.676252083069905,,,,,,122.0,94.0
1738089105146000,23.755954,90.4018793,21.630252083069895,21.630252083069895,,,,,,122.0,94.0
1738089105204000,23.7559553,90.4018781,21.640252083069903,21.640252083069903,5.602915299365507,-6.072490841854597,0.6182108626198083,-0.0165069222577209,-0.1741214057507987,122.0,94.0
1738089105262000,23.7559564,90.401877,21.6232520830699,21.6232520830699,,,,,,122.0,94.0
1738089105320000,23.7559576,90.401876,21.6442520830699,21.6442520830699,,,,,,122.0,94.0
1738089105379000,23.7559587,90.4018749,21.661252083069904,21.661252083069904,6.316258665891917,-7.600933713433208,0.2417465388711395,-0.2396166134185303,0.8168264110756124,122.0,94.0
1738089105437000,23.7559598,90.4018737,21.691252083069894,21.691252083069894,1.2747985310227161,6.681633814881134,-0.2348242811501597,-0.3498402555910543,0.3178913738019169,122.0,94.0
1738089105495000,23.755961,90.4018724,21.704252083069903,21.704252083069903,-1.1619244089471963,-8.96716039846452,-0.8998935037273695,-0.0308839190628328,0.1017039403620873,122.0,94.0
1738089105553000,23.7559622,90.4018712,21.716252083069904,21.716252083069904,-3.5506468902927657,-18.98803477047851,-0.3748668796592119,-0.3413205537806176,0.0676251331203407,122.0,94.0
1738089105611000,23.7559634,90.4018699,21.6972520830699,21.6972520830699,24.975360635081138,-15.170087139174672,-0.3775292864749733,-0.3615548455804047,0.1996805111821086,122.0,94.0
1738089105669000,23.7559647,90.4018686,21.7232520830699,21.7232520830699,4.449628466652687,-8.461871693720441,0.3748668796592119,0.0612353567625133,-0.4259850905218317,122.0,94.0
1738089105727000,23.755966,90.4018672,21.694252083069895,21.694252083069895,5.912063357427626,-3.0568768543311973,-0.0394036208732694,0.7790202342917998,-0.2209797657082002,122.0,94.0
1738089105785000,23.7559674,90.4018656,21.6352520830699,21.6352520830699,2.237543939133502,-6.278430336786937,0.1586794462193823,0.760915867944622,-0.4653887113951012,122.0,94.0
1738089105843000,23.7559686,90.4018642,21.5902520830699,21.5902520830699,4.43974644305149,-13.927558551967008,-0.1725239616613418,0.8439829605963791,-0.6112886048988285,122.0,94.0
1738089105901000,23.7559697,90.4018629,21.558252083069902,21.558252083069902,-1.1416739928238515,-6.970554758929718,0.6038338658146964,1.013312034078807,-0.7337593184238551,122.0,94.0
1738089105959000,23.7559709,90.4018614,21.4622520830699,21.4622520830699,-0.9478785686855563,5.48317572735841,-0.0814696485623003,0.8008519701810437,-0.4361022364217252,122.0,94.0
1738089106017000,23.7559718,90.4018599,21.3922520830699,21.3922520830699,-8.590839395509851,5.260262808152537,-0.2050053248136315,0.6938232161874335,-0.3924387646432375,122.0,94.0
1738089106075000,23.7559728,90.4018584,21.326252083069903,21.326252083069903,-8.929355177323682,-12.916889301708128,-0.3205537806176783,-0.4755058572949946,-0.1293929712460063,122.0,94.0
1738089106133000,23.7559748,90.4018558,21.3392520830699,21.3392520830699,0.8864036381912602,-11.383957468897554,0.5979765708200213,-0.5218317358892439,0.1096911608093716,122.0,94.0
1738089106191000,23.755976,90.4018543,21.3432520830699,21.3432520830699,-2.1324878577311432,1.9230809704644733,0.1874334398296059,0.3439829605963791,0.4057507987220447,122.0,94.0
1738089106249000,23.7559769,90.4018528,21.307252083069898,21.307252083069898,-10.305176046873436,4.949540056873612,0.3780617678381257,0.6272630457933972,0.1608093716719914,122.0,94.0
1738089106307000,23.7559779,90.4018512,21.2732520830699,21.2732520830699,-12.706328557611855,-5.569034286255844,-0.8620873269435569,-0.5846645367412141,0.5159744408945687,122.0,94.0
1738089106365000,23.7559788,90.4018498,21.2572520830699,21.2572520830699,-4.968542613655087,-4.41988827069361,0.1235356762513312,0.0937167199148029,-0.1922257720979765,122.0,94.0
1738089106424000,23.7559798,90.4018484,21.2642520830699,21.2642520830699,-9.929663864474284,-12.649546178132713,-0.4110756123535676,-0.3610223642172524,0.2300319488817891,122.0,94.0
1738089106482000,23.7559809,90.4018471,21.258252083069895,21.258252083069895,,,,,,122.0,94.0
1738089106540000,23.755982,90.4018456,21.2512520830699,21.2512520830699,,,,,,122.0,94.0
1738089106598000,23.755983,90.4018442,21.234252083069904,21.234252083069904,,,,,,122.0,94.0
1738089106656000,23.7559839,90.4018427,21.2302520830699,21.2302520830699,,,,,,122.0,94.0
1738089106715000,23.755985,90.4018412,21.2242520830699,21.2242520830699,,,,,,122.0,94.0
1738089106773000,23.7559861,90.4018398,21.213252083069904,21.213252083069904,-4.806272908012912,-7.4475829926815615,-0.0782747603833865,-0.1059637912673056,0.4898828541001065,122.0,94.0
1738089106831000,23.7559871,90.4018382,21.2082520830699,21.2082520830699,,,,,,122.0,94.0
1738089106889000,23.7559879,90.4018368,21.2612520830699,21.2612520830699,,,,,,122.0,94.0
1738089106948000,23.755989,90.4018355,21.2752520830699,21.2752520830699,,,,,,122.0,94.0
1738089107006000,23.7559901,90.4018341,21.255252083069895,21.255252083069895,,,,,,122.0,94.0
1738089107064000,23.7559912,90.4018329,21.283252083069904,21.283252083069904,6.397526966287974,-7.216586712977529,-0.0777422790202343,-0.2071352502662407,-0.2119275825346112,122.0,94.0
1738089107122000,23.7559921,90.4018318,21.305252083069902,21.305252083069902,,,,,,122.0,94.0
1738089107181000,23.755994,90.4018294,21.3332520830699,21.3332520830699,,,,,,122.0,94.0
1738089107239000,23.7559949,90.4018282,21.3792520830699,21.3792520830699,,,,,,122.0,94.0
1738089107297000,23.7559958,90.401827,21.393252083069903,21.393252083069903,,,,,,122.0,94.0
1738089107355000,23.7559967,90.4018257,21.3912520830699,21.3912520830699,,,,,,122.0,94.0
1738089107414000,23.7559975,90.4018244,21.429252083069905,21.429252083069905,7.346325524482076,7.495329144129198,0.3067092651757188,-0.0942492012779552,0.0250266240681576,122.0,94.0
1738089107472000,23.7559984,90.401823,21.423252083069904,21.423252083069904,,,,,,122.0,94.0
1738089107530000,23.7559992,90.4018217,21.414252083069904,21.414252083069904,,,,,,122.0,94.0
1738089107588000,23.756,90.4018203,21.4222520830699,21.4222520830699,,,,,,122.0,94.0
1738089107646000,23.7560011,90.4018191,21.4132520830699,21.4132520830699,,,,,,122.0,94.0
1738089107705000,23.756002,90.4018178,21.3672520830699,21.3672520830699,,,,,,122.0,94.0
1738089107763000,23.7560028,90.4018163,21.360252083069906,21.360252083069906,,,,,,122.0,94.0
1738089107821000,23.7560037,90.401815,21.3402520830699,21.3402520830699,,,,,,122.0,94.0
1738089107879000,23.7560044,90.4018138,21.3252520830699,21.3252520830699,-1.4352157850962088,-11.601436732884583,-0.2417465388711395,-0.0495207667731629,-0.0617678381256656,122.0,94.0
1738089107938000,23.7560052,90.4018127,21.338252083069904,21.338252083069904,,,,,,122.0,94.0
1738089107996000,23.7560061,90.4018115,21.313252083069894,21.313252083069894,,,,,,122.0,94.0
1738089108054000,23.756007,90.4018103,21.2822520830699,21.2822520830699,1.7615925231700524,-9.966245988321543,-0.077209797657082,-0.2523961661341853,0.1112886048988285,122.0,94.0
1738089108112000,23.7560076,90.4018088,21.2092520830699,21.2092520830699,,,,,,122.0,94.0
1738089108171000,23.7560093,90.4018063,21.1962520830699,21.1962520830699,,,,,,122.0,94.0
1738089108229000,23.7560102,90.4018049,21.155252083069904,21.155252083069904,3.488747565367498,-1.4443898973194476,0.185835995740149,-0.2609158679446219,-0.2018104366347178,122.0,94.0
1738089108287000,23.7560109,90.4018038,21.0752520830699,21.0752520830699,,,,,,122.0,94.0
1738089108345000,23.7560117,90.4018026,21.021252083069903,21.021252083069903,,,,,,122.0,94.0
1738089108404000,23.7560125,90.4018013,21.002252083069894,21.002252083069894,8.070924496444984,-3.597104375704259,-0.0851970181043663,-0.1954206602768903,0.2987220447284345,122.0,94.0
1738089108459000,23.7560132,90.4018001,21.0232520830699,21.0232520830699,,,,,,122.0,94.0
1738089108514000,23.7560137,90.4017989,21.0172520830699,21.0172520830699,4.385157070055513,3.0453674511118973,-0.0559105431309904,0.5543130990415336,0.2231096911608093,122.0,94.0
1738089108569000,23.7560144,90.4017977,20.984252083069904,20.984252083069904,,,,,,122.0,94.0
1738089108624000,23.756015,90.4017966,20.9682520830699,20.9682520830699,,,,,,122.0,94.0
1738089108679000,23.7560157,90.4017954,20.9462520830699,20.9462520830699,,,,,,122.0,94.0
1738089108734000,23.7560163,90.4017943,20.884252083069903,20.884252083069903,,,,,,122.0,94.0
1738089108789000,23.7560169,90.4017934,20.808252083069902,20.808252083069902,1.8664668604068415,4.3030702220003905,0.2476038338658147,-0.1309904153354632,-0.0101171458998935,122.0,94.0
1738089108844000,23.7560175,90.4017923,20.7542520830699,20.7542520830699,,,,,,122.0,94.0
1738089108899000,23.7560182,90.4017913,20.753252083069903,20.753252083069903,,,,,,122.0,94.0
1738089108954000,23.7560188,90.4017902,20.6972520830699,20.6972520830699,,,,,,122.0,94.0
1738089109009000,23.7560194,90.4017893,20.6722520830699,20.6722520830699,,,,,,122.0,94.0
1738089109064000,23.75602,90.4017883,20.6502520830699,20.6502520830699,,,,,,122.0,94.0
1738089109119000,23.7560205,90.4017872,20.625252083069903,20.625252083069903,,,,,,122.0,94.0
1738089109174000,23.7560209,90.4017862,20.609252083069904,20.609252083069904,1.0617292299392647,0.2841096273423301,-0.0740149094781682,0.1640042598509052,0.1794462193823216,122.0,94.0
1738089109229000,23.7560213,90.4017855,20.633252083069895,20.633252083069895,,,,,,122.0,94.0
1738089109284000,23.7560219,90.4017851,20.5932520830699,20.5932520830699,,,,,,122.0,94.0
1738089109339000,23.7560224,90.4017843,20.5412520830699,20.5412520830699,,,,,,122.0,94.0
1738089109394000,23.7560229,90.4017835,20.5222520830699,20.5222520830699,,,,,,122.0,94.0
1738089109449000,23.7560234,90.4017828,20.540252083069905,20.540252083069905,-2.1449361846181474,0.6634012544799488,-0.1134185303514377,-0.2997870074547391,0.2358892438764643,122.0,94.0
1738089109504000,23.7560239,90.4017819,20.505252083069895,20.505252083069895,2.8480018689695834,2.480270980405485,0.4813631522896698,0.3833865814696485,0.2534611288604899,122.0,94.0
1738089109559000,23.7560244,90.4017809,20.4492520830699,20.4492520830699,,,,,,122.0,94.0
1738089109614000,23.756025,90.4017799,20.430252083069902,20.430252083069902,,,,,,122.0,94.0
1738089109669000,23.7560253,90.4017789,20.3882520830699,20.3882520830699,,,,,,122.0,94.0
1738089109724000,23.7560259,90.401778,20.3792520830699,20.3792520830699,,,,,,122.0,94.0
1738089109779000,23.7560262,90.4017771,20.3512520830699,20.3512520830699,-9.014622490239047,1.2032554360436807,0.064430244941427,-0.1597444089456869,-0.4451544195953141,122.0,94.0
1738089109834000,23.7560267,90.4017761,20.311252083069903,20.311252083069903,,,,,,122.0,94.0
1738089109889000,23.7560272,90.4017752,20.2672520830699,20.2672520830699,,,,,,122.0,94.0
1738089109944000,23.7560275,90.4017742,20.2202520830699,20.2202520830699,,,,,,122.0,94.0
1738089109999000,23.7560279,90.4017734,20.174252083069906,20.174252083069906,,,,,,122.0,94.0
1738089110054000,23.7560283,90.4017723,20.106252083069904,20.106252083069904,,,,,,122.0,94.0
1738089110109000,23.756029,90.4017715,20.066252083069894,20.066252083069894,-1.1774189209683135,-3.941093176561291,0.1033013844515442,-0.2044728434504792,0.2454739084132055,122.0,94.0
1738089110164000,23.7560294,90.4017707,20.002252083069894,20.002252083069894,,,,,,122.0,94.0
1738089110219000,23.7560298,90.4017696,19.9702520830699,19.9702520830699,,,,,,122.0,94.0
1738089110274000,23.7560302,90.4017687,19.930252083069902,19.930252083069902,,,,,,122.0,94.0
1738089110329000,23.7560307,90.4017676,19.8892520830699,19.8892520830699,,,,,,122.0,94.0
1738089110384000,23.7560313,90.4017666,19.862252083069905,19.862252083069905,-2.245363630588372,-3.1277316691200525,0.0047923322683706,-0.0601703940362087,-0.0686900958466453,122.0,94.0
1738089110439000,23.7560317,90.4017657,19.808252083069902,19.808252083069902,-0.2997255234899941,2.9072685614991,0.2486687965921192,-0.242811501597444,-0.0756123535676251,122.0,94.0
1738089110494000,23.7560321,90.4017649,19.756252083069903,19.756252083069903,-8.151357408344934,2.7169570275626262,0.3556975505857295,-0.0676251331203407,-0.3865814696485623,122.0,94.0
1738089110549000,23.7560326,90.4017638,19.725252083069904,19.725252083069904,-8.750924614352474,-1.7645775108791064,-0.2305644302449414,-0.2209797657082002,-0.1624068157614483,122.0,94.0
1738089110604000,23.7560329,90.4017627,19.7142520830699,19.7142520830699,-0.6750523724870826,-1.1660530681035772,-0.3274760383386581,-0.5425985090521832,-0.2806176783812567,122.0,94.0
1738089110659000,23.7560334,90.4017618,19.691252083069894,19.691252083069894,-6.530404134020002,-1.160511732805812,0.1506922257720979,0.7273695420660277,0.4014909478168264,122.0,94.0
1738089110714000,23.7560338,90.4017609,19.6512520830699,19.6512520830699,-9.915997748475345,10.76170030959977,0.1059637912673056,0.1139510117145899,0.6549520766773163,122.0,94.0
1738089110769000,23.7560342,90.4017601,19.610252083069906,19.610252083069906,-8.73648949957298,5.136447484065436,-0.7044728434504792,-0.56975505857295,-0.6070287539936102,122.0,94.0
1738089110824000,23.7560345,90.4017593,19.594252083069904,19.594252083069904,3.5157044033083573,-4.867705918107339,-0.0463258785942492,-0.5223642172523961,-0.1773162939297124,122.0,94.0
1738089110879000,23.7560348,90.4017582,19.557252083069898,19.557252083069898,-2.2849953483615373,0.9601507515843966,-0.0292864749733759,0.1869009584664537,0.2231096911608093,122.0,94.0
1738089110934000,23.7560351,90.4017575,19.503252083069903,19.503252083069903,-7.277981996737118,11.079686666514807,-0.6075612353567625,0.1059637912673056,1.208200212992545,122.0,94.0
1738089110989000,23.7560355,90.4017567,19.4622520830699,19.4622520830699,2.1861727096189116,-0.6751616706828313,0.5777422790202343,0.0713525026624068,0.2348242811501597,122.0,94.0
1738089111044000,23.756036,90.401756,19.432252083069898,19.432252083069898,-0.4990273594454867,-9.035885308287265,-0.3647497337593184,-0.4243876464323748,-0.3844515441959531,122.0,94.0
1738089111099000,23.7560362,90.4017552,19.3922520830699,19.3922520830699,-0.6446415020327547,6.4185491257411424,0.5963791267305645,-0.2891373801916932,-0.0047923322683706,122.0,94.0
1738089111154000,23.7560365,90.4017544,19.354252083069905,19.354252083069905,-5.347602268434591,5.591895449698004,-0.7348242811501597,0.305111821086262,0.5867944621938233,122.0,94.0
1738089111209000,23.7560367,90.4017538,19.3422520830699,19.3422520830699,-1.3036490247821555,-10.955779278024547,-0.068157614483493,-0.080937167199148,0.3775292864749733,122.0,94.0
1738089111264000,23.7560372,90.4017534,19.332252083069903,19.332252083069903,1.8952530455048708,-8.09783454113298,0.3067092651757188,-0.0686900958466453,0.125133120340788,122.0,94.0
1738089111319000,23.7560376,90.4017528,19.3002520830699,19.3002520830699,6.134917527937202,2.993904335925183,0.1703940362087327,-0.0228966986155484,1.0638977635782747,122.0,94.0
1738089111374000,23.7560378,90.4017521,19.244252083069902,19.244252083069902,-4.7752647869864315,0.03230071290203556,0.6869009584664537,1.165601703940362,0.8993610223642172,122.0,94.0
1738089111429000,23.7560381,90.4017517,19.2362520830699,19.2362520830699,-3.875372615028363,5.049994927623457,1.1938232161874334,0.3498402555910543,0.2444089456869009,122.0,94.0
1738089111484000,23.7560383,90.4017514,19.2002520830699,19.2002520830699,-5.925801705095717,7.615731565344164,-0.0564430244941427,0.2529286474973375,0.0069222577209797,122.0,94.0
1738089111539000,23.7560386,90.4017508,19.180252083069902,19.180252083069902,-5.261015695610324,4.90169168774481,-0.4046858359957401,-0.2321618743343983,0.3285410010649627,122.0,94.0
1738089111594000,23.7560387,90.4017498,19.1602520830699,19.1602520830699,-6.26748678780878,3.0991088671020854,-0.0388711395101171,-0.0591054313099041,0.3083067092651757,122.0,94.0
1738089111649000,23.7560389,90.4017493,19.1412520830699,19.1412520830699,-7.949381159143605,3.834313282381393,-0.3684771033013844,-0.0026624068157614,0.2385516506922257,122.0,94.0
1738089111704000,23.7560391,90.4017489,19.1202520830699,19.1202520830699,-5.994103998503559,2.248591289970022,-0.8727369542066028,-0.1847710330138445,-0.1469648562300319,122.0,94.0
1738089111759000,23.7560392,90.4017484,19.088252083069904,19.088252083069904,-5.117669651223077,2.738525682008689,-0.4829605963791267,-0.0101171458998935,-0.047923322683706,122.0,94.0
1738089111814000,23.7560394,90.4017478,19.0472520830699,19.0472520830699,-1.330146517360977,0.7700388352852217,0.3791267305644302,-0.3690095846645367,0.0697550585729499,122.0,94.0
1738089111869000,23.7560395,90.4017473,19.018252083069903,19.018252083069903,-1.143742997776071,-7.375941011042586,0.3418530351437699,0.2007454739084132,0.0905218317358892,122.0,94.0
1738089111924000,23.7560396,90.401747,19.021252083069903,19.021252083069903,,,,,,122.0,94.0
1738089111979000,23.7560398,90.4017467,19.0232520830699,19.0232520830699,0.18300974825697758,-2.6729071920001415,-0.194888178913738,-0.1368477103301384,0.6938232161874335,122.0,94.0
1738089112034000,23.7560399,90.4017465,19.0342520830699,19.0342520830699,,,,,,122.0,94.0
1738089112089000,23.7560399,90.401746,19.0532520830699,19.0532520830699,,,,,,122.0,94.0
1738089112144000,23.7560401,90.4017457,19.070252083069903,19.070252083069903,,,,,,122.0,94.0
1738089112199000,23.7560403,90.4017454,19.076252083069903,19.076252083069903,,,,,,122.0,94.0
1738089112254000,23.7560405,90.4017448,19.040252083069905,19.040252083069905,-0.09737009251740542,0.208650558990145,0.2710330138445154,-0.4941427050053248,0.4920127795527156,122.0,94.0
1738089112309000,23.7560406,90.4017443,19.0012520830699,19.0012520830699,,,,,,122.0,94.0
1738089112364000,23.7560407,90.4017441,19.0322520830699,19.0322520830699,,,,,,122.0,94.0
1738089112419000,23.7560409,90.4017439,19.0722520830699,19.0722520830699,,,,,,122.0,94.0
1738089112474000,23.7560409,90.4017435,19.112252083069905,19.112252083069905,,,,,,122.0,94.0
1738089112529000,23.7560408,90.4017428,19.161252083069904,19.161252083069904,,,,,,122.0,94.0
1738089112584000,23.756041,90.4017423,19.149252083069904,19.149252083069904,,,,,,122.0,94.0
1738089112639000,23.7560414,90.401742,19.140252083069903,19.140252083069903,-5.200527097142797,3.2657246739260692,0.174653887113951,0.8647497337593184,-0.6703940362087327,122.0,94.0
1738089112694000,23.7560416,90.4017415,19.1232520830699,19.1232520830699,,,,,,122.0,94.0
1738089112749000,23.7560418,90.4017411,19.1512520830699,19.1512520830699,,,,,,122.0,94.0
1738089112804000,23.7560419,90.4017406,19.113252083069906,19.113252083069906,,,,,,122.0,94.0
1738089112859000,23.7560421,90.4017401,19.0292520830699,19.0292520830699,,,,,,122.0,94.0
1738089112914000,23.7560424,90.4017397,19.0042520830699,19.0042520830699,19.157248089767712,-4.1783179266936274,0.1102236421725239,-0.6395101171458999,-0.1959531416400426,122.0,94.0
1738089112969000,23.7560428,90.4017391,18.996252083069898,18.996252083069898,,,,,,122.0,94.0
1738089113024000,23.756043,90.4017387,18.9492520830699,18.9492520830699,,,,,,122.0,94.0
