cts,date,Accelerometer (z) [m/s²],Accelerometer (x) [m/s²],Accelerometer (y) [m/s²],temperature [°C]
0,2025-01-28T18:31:41.419Z,10.332535885167465,0.13157894736842105,0.4665071770334928,25
5.055555555555555,2025-01-28T18:31:41.424Z,10.361244019138756,0.16985645933014354,0.5239234449760766,25
10.11111111111111,2025-01-28T18:31:41.429Z,9.787081339712918,0.41866028708133973,0.25598086124401914,25
15.166666666666666,2025-01-28T18:31:41.434Z,9.64354066985646,0.5813397129186603,-0.01674641148325359,25
20.22222222222222,2025-01-28T18:31:41.439Z,9.595693779904305,0.7631578947368421,-0.13157894736842105,25
25.27777777777778,2025-01-28T18:31:41.444Z,9.586124401913876,0.9354066985645934,-0.14114832535885166,25
30.333333333333336,2025-01-28T18:31:41.449Z,9.557416267942584,0.916267942583732,0.01674641148325359,25
35.38888888888889,2025-01-28T18:31:41.454Z,9.404306220095695,0.6100478468899522,0.20813397129186603,25
40.44444444444445,2025-01-28T18:31:41.459Z,9.366028708133971,0.39952153110047844,0.47607655502392343,25
45.50000000000001,2025-01-28T18:31:41.464Z,9.5,0.25598086124401914,0.6866028708133971,25
50.555555555555564,2025-01-28T18:31:41.469Z,9.997607655502392,-0.18899521531100477,1.0406698564593302,25
55.61111111111112,2025-01-28T18:31:41.474Z,10.227272727272727,-0.49521531100478466,1.174641148325359,25
60.66666666666668,2025-01-28T18:31:41.479Z,10.514354066985646,-0.7440191387559809,1.4808612440191387,25
65.72222222222223,2025-01-28T18:31:41.484Z,10.820574162679426,-0.9066985645933014,1.8444976076555024,25
70.77777777777779,2025-01-28T18:31:41.489Z,11.088516746411484,-1.4425837320574162,2.3038277511961724,25
75.83333333333334,2025-01-28T18:31:41.494Z,11.19377990430622,-1.5861244019138756,2.3995215311004783,25
80.8888888888889,2025-01-28T18:31:41.499Z,11.299043062200957,-1.4808612440191387,2.6291866028708135,25
85.94444444444446,2025-01-28T18:31:41.504Z,11.404306220095695,-1.4808612440191387,2.772727272727273,25
91.00000000000001,2025-01-28T18:31:41.509Z,11.796650717703349,-1.624401913875598,2.7440191387559807,25
96.05555555555557,2025-01-28T18:31:41.514Z,11.863636363636363,-1.6339712918660287,2.5047846889952154,25
101.11111111111113,2025-01-28T18:31:41.519Z,11.834928229665072,-1.605263157894737,2.1794258373205744,25
106.16666666666669,2025-01-28T18:31:41.524Z,11.681818181818182,-1.5287081339712918,1.7679425837320575,25
111.22222222222224,2025-01-28T18:31:41.529Z,11.519138755980862,-1.394736842105263,1.0502392344497609,25
116.2777777777778,2025-01-28T18:31:41.534Z,11.576555023923445,-1.3564593301435406,0.9066985645933014,25
121.33333333333336,2025-01-28T18:31:41.539Z,11.614832535885167,-1.2607655502392345,0.8779904306220095,25
126.38888888888891,2025-01-28T18:31:41.544Z,11.595693779904305,-1.2033492822966507,0.8492822966507177,25
131.44444444444446,2025-01-28T18:31:41.549Z,11.576555023923445,-0.992822966507177,1.0311004784688995,25
136.5,2025-01-28T18:31:41.554Z,11.5,-0.9449760765550239,1.1076555023923444,25
141.55555555555554,2025-01-28T18:31:41.559Z,11.442583732057416,-0.916267942583732,1.3181818181818181,25
146.6111111111111,2025-01-28T18:31:41.564Z,11.308612440191387,-0.8971291866028708,1.5095693779904307,25
151.66666666666663,2025-01-28T18:31:41.569Z,11.18421052631579,-0.9641148325358851,1.5861244019138756,25
156.72222222222217,2025-01-28T18:31:41.574Z,11.011961722488039,-1.0406698564593302,1.6148325358851674,25
161.77777777777771,2025-01-28T18:31:41.579Z,10.897129186602871,-1.0885167464114833,1.729665071770335,25
166.83333333333326,2025-01-28T18:31:41.584Z,11.04066985645933,-1.0023923444976077,1.7583732057416268,25
171.8888888888888,2025-01-28T18:31:41.589Z,11.098086124401913,-1.0215311004784688,1.700956937799043,25
176.94444444444434,2025-01-28T18:31:41.594Z,11.069377990430622,-0.8588516746411483,1.5861244019138756,25
181.9999999999999,2025-01-28T18:31:41.599Z,11.011961722488039,-0.7727272727272727,1.394736842105263,25
187.05555555555543,2025-01-28T18:31:41.604Z,11.251196172248804,-0.6004784688995215,1.2033492822966507,25
192.11111111111097,2025-01-28T18:31:41.609Z,11.433014354066986,-0.5813397129186603,1.0885167464114833,25
197.16666666666652,2025-01-28T18:31:41.614Z,11.385167464114833,-0.5813397129186603,1.0406698564593302,25
202.22222222222206,2025-01-28T18:31:41.619Z,11.126794258373206,-0.6961722488038278,0.9641148325358851,25
207.2777777777776,2025-01-28T18:31:41.624Z,11.538277511961722,-0.8588516746411483,0.361244019138756,25
212.33333333333314,2025-01-28T18:31:41.629Z,10.590909090909092,-0.8971291866028708,-0.09330143540669857,25
217.3888888888887,2025-01-28T18:31:41.634Z,9.624401913875598,-0.9354066985645934,-0.4090909090909091,25
222.44444444444423,2025-01-28T18:31:41.639Z,9.375598086124402,-0.7918660287081339,-0.38995215311004783,25
227.49999999999977,2025-01-28T18:31:41.644Z,9.413875598086124,-0.6770334928229665,-0.35167464114832536,25
232.55555555555532,2025-01-28T18:31:41.649Z,9.66267942583732,-0.47607655502392343,-0.4090909090909091,25
237.61111111111086,2025-01-28T18:31:41.654Z,9.767942583732058,-0.16985645933014354,-0.20813397129186603,25
242.6666666666664,2025-01-28T18:31:41.659Z,9.81578947368421,0.25598086124401914,0.20813397129186603,25
247.72222222222194,2025-01-28T18:31:41.664Z,9.97846889952153,0.6770334928229665,0.8397129186602871,25
252.7777777777775,2025-01-28T18:31:41.669Z,10.188995215311005,0.6866028708133971,1.0023923444976077,25
257.83333333333303,2025-01-28T18:31:41.674Z,10.332535885167465,0.6674641148325359,1.222488038277512,25
262.8888888888886,2025-01-28T18:31:41.679Z,10.590909090909092,0.6291866028708134,1.5574162679425838,25
267.9444444444441,2025-01-28T18:31:41.684Z,11.145933014354068,0.6483253588516746,2.11244019138756,25
272.99999999999966,2025-01-28T18:31:41.689Z,11.232057416267942,0.7057416267942583,2.1985645933014353,25
278.0555555555552,2025-01-28T18:31:41.694Z,11.279904306220097,0.7535885167464115,2.0933014354066986,25
283.11111111111074,2025-01-28T18:31:41.699Z,11.241626794258373,0.7631578947368421,1.930622009569378,25
288.1666666666663,2025-01-28T18:31:41.704Z,10.791866028708133,1.0885167464114833,1.299043062200957,25
293.22222222222183,2025-01-28T18:31:41.709Z,10.523923444976077,1.1363636363636365,1.0119617224880382,25
298.2777777777774,2025-01-28T18:31:41.714Z,10.42822966507177,1.2799043062200957,0.7440191387559809,25
303.3333333333329,2025-01-28T18:31:41.719Z,10.466507177033494,1.4617224880382775,0.35167464114832536,25
308.38888888888846,2025-01-28T18:31:41.724Z,10.57177033492823,1.6531100478468899,-0.2942583732057416,25
313.444444444444,2025-01-28T18:31:41.729Z,10.389952153110048,1.423444976076555,-0.4569377990430622,25
318.49999999999955,2025-01-28T18:31:41.734Z,10.131578947368421,1.2320574162679425,-0.7440191387559809,25
323.5555555555551,2025-01-28T18:31:41.739Z,9.901913875598087,1.1172248803827751,-0.8014354066985646,25
328.61111111111063,2025-01-28T18:31:41.744Z,9.834928229665072,0.6770334928229665,-0.41866028708133973,25
333.6666666666662,2025-01-28T18:31:41.749Z,10.141148325358852,0.26555023923444976,0.045454545454545456,25
338.7222222222217,2025-01-28T18:31:41.754Z,10.303827751196172,0.09330143540669857,0.5717703349282297,25
343.77777777777726,2025-01-28T18:31:41.759Z,10.179425837320574,-0.01674641148325359,0.7344497607655502,25
348.8333333333328,2025-01-28T18:31:41.764Z,9.863636363636363,-0.10287081339712918,0.7057416267942583,25
353.88888888888835,2025-01-28T18:31:41.769Z,9.834928229665072,-0.02631578947368421,0.6961722488038278,25
358.9444444444439,2025-01-28T18:31:41.774Z,9.882775119617225,-0.0645933014354067,0.6961722488038278,25
363.99999999999943,2025-01-28T18:31:41.779Z,9.81578947368421,-0.19856459330143542,0.6196172248803827,25
369.055555555555,2025-01-28T18:31:41.784Z,9.65311004784689,-0.3803827751196172,0.25598086124401914,25
374.1111111111105,2025-01-28T18:31:41.789Z,9.710526315789474,-0.2942583732057416,0.17942583732057416,25
379.16666666666606,2025-01-28T18:31:41.794Z,9.81578947368421,-0.13157894736842105,0.1507177033492823,25
384.2222222222216,2025-01-28T18:31:41.799Z,10.026315789473685,-0.03588516746411483,0.18899521531100477,25
389.27777777777715,2025-01-28T18:31:41.804Z,10.495215311004785,0.045454545454545456,0.5813397129186603,25
394.3333333333327,2025-01-28T18:31:41.809Z,10.73444976076555,0.16985645933014354,0.9449760765550239,25
399.38888888888823,2025-01-28T18:31:41.814Z,11.02153110047847,0.20813397129186603,1.069377990430622,25
404.4444444444438,2025-01-28T18:31:41.819Z,11.35645933014354,0.02631578947368421,1.2511961722488039,25
409.4999999999993,2025-01-28T18:31:41.824Z,11.145933014354068,0.17942583732057416,2.1985645933014353,25
414.55555555555486,2025-01-28T18:31:41.829Z,10.58133971291866,0.1507177033492823,2.5813397129186604,25
419.6111111111104,2025-01-28T18:31:41.834Z,10.437799043062201,0.20813397129186603,2.4952153110047846,25
424.66666666666595,2025-01-28T18:31:41.839Z,10.447368421052632,0.05502392344497608,2.3995215311004783,25
429.7222222222215,2025-01-28T18:31:41.844Z,12.935406698564593,0.6004784688995215,3.0598086124401913,25
434.77777777777703,2025-01-28T18:31:41.849Z,12.791866028708133,0.6100478468899522,2.409090909090909,25
